Question,Marks,Difficulty,Subject,Topic
Justify the need for Software Testing,10,Hard,SE,Software Testing
State the features of Integration Testing,2,Easy,SE,Integration Testing
Explain challenges in Integration Testing,10,Hard,SE,Integration Testing
State the features of Agile Model,2,Easy,SE,Agile Model
Analyze the importance of Agile Model,10,Hard,SE,Agile Model
Name the advantages of Validation,2,Easy,SE,Validation
Justify the need for Validation,10,Hard,SE,Validation
State the features of Quality Assurance,2,Easy,SE,Quality Assurance
Analyze the importance of Quality Assurance,10,Hard,SE,Quality Assurance
What is Software Engineering,2,Easy,SE,Software Engineering
Discuss advantages and limitations of Software Engineering,10,Hard,SE,Software Engineering
What is Quality Assurance,2,Easy,SE,Quality Assurance
Justify the need for Quality Assurance,10,Hard,SE,Quality Assurance
Name the advantages of Agile Model,2,Easy,SE,Agile Model
Explain challenges in Agile Model,10,Hard,SE,Agile Model
List the applications of Version Control,2,Easy,SE,Version Control
Explain Version Control in detail,10,Hard,SE,Version Control
List the applications of Validation,2,Easy,SE,Validation
Describe the working of Validation,10,Hard,SE,Validation
Name the advantages of Validation,2,Easy,SE,Validation
Analyze real-world applications of Validation,10,Hard,SE,Validation
Name the advantages of Project Management,2,Easy,SE,Project Management
Discuss advantages and limitations of Project Management,10,Hard,SE,Project Management
Define System Testing,2,Easy,SE,System Testing
Compare different approaches in System Testing,10,Hard,SE,System Testing
List the applications of Validation,2,Easy,SE,Validation
Evaluate the performance of Validation,10,Hard,SE,Validation
Name the advantages of Unit Testing,2,Easy,SE,Unit Testing
Discuss advantages and limitations of Unit Testing,10,Hard,SE,Unit Testing
What is Requirement Engineering,2,Easy,SE,Requirement Engineering
Explain Requirement Engineering in detail,10,Hard,SE,Requirement Engineering
What is Maintenance,2,Easy,SE,Maintenance
Analyze the importance of Maintenance,10,Hard,SE,Maintenance
State the features of Risk Management,2,Easy,SE,Risk Management
Discuss the architecture of Risk Management,10,Hard,SE,Risk Management
Name the advantages of Agile Model,2,Easy,SE,Agile Model
Explain challenges in Agile Model,10,Hard,SE,Agile Model
What is DevOps,2,Easy,SE,DevOps
Discuss advantages and limitations of DevOps,10,Hard,SE,DevOps
Define Agile Model,2,Easy,SE,Agile Model
Explain challenges in Agile Model,10,Hard,SE,Agile Model
What is UML,2,Easy,SE,UML
Explain UML in detail,10,Hard,SE,UML
List the applications of Risk Management,2,Easy,SE,Risk Management
Explain Risk Management in detail,10,Hard,SE,Risk Management
Define Unit Testing,2,Easy,SE,Unit Testing
Describe the working of Unit Testing,10,Hard,SE,Unit Testing
List the applications of System Testing,2,Easy,SE,System Testing
Discuss advantages and limitations of System Testing,10,Hard,SE,System Testing
State the features of Software Metrics,2,Easy,SE,Software Metrics
Explain Software Metrics in detail,10,Hard,SE,Software Metrics
State the features of Verification,2,Easy,SE,Verification
Evaluate the performance of Verification,10,Hard,SE,Verification
List the applications of Maintenance,2,Easy,SE,Maintenance
Justify the need for Maintenance,10,Hard,SE,Maintenance
List the applications of SDLC,2,Easy,SE,SDLC
Justify the need for SDLC,10,Hard,SE,SDLC
List the applications of Integration Testing,2,Easy,SE,Integration Testing
Discuss advantages and limitations of Integration Testing,10,Hard,SE,Integration Testing
List the applications of SDLC,2,Easy,SE,SDLC
Justify the need for SDLC,10,Hard,SE,SDLC
Define UML,2,Easy,SE,UML
Explain challenges in UML,10,Hard,SE,UML
List the applications of DevOps,2,Easy,SE,DevOps
Explain challenges in DevOps,10,Hard,SE,DevOps
What is SDLC,2,Easy,SE,SDLC
Discuss advantages and limitations of SDLC,10,Hard,SE,SDLC
State the features of Software Testing,2,Easy,SE,Software Testing
Explain challenges in Software Testing,10,Hard,SE,Software Testing
List the applications of Risk Management,2,Easy,SE,Risk Management
Discuss the architecture of Risk Management,10,Hard,SE,Risk Management
Name the advantages of SDLC,2,Easy,SE,SDLC
Justify the need for SDLC,10,Hard,SE,SDLC
What is Software Metrics,2,Easy,SE,Software Metrics
Explain Software Metrics in detail,10,Hard,SE,Software Metrics
State the features of Software Testing,2,Easy,SE,Software Testing
Discuss advantages and limitations of Software Testing,10,Hard,SE,Software Testing
State the features of Verification,2,Easy,SE,Verification
Describe the working of Verification,10,Hard,SE,Verification
Name the advantages of Maintenance,2,Easy,SE,Maintenance
Discuss advantages and limitations of Maintenance,10,Hard,SE,Maintenance
What is Project Management,2,Easy,SE,Project Management
Compare different approaches in Project Management,10,Hard,SE,Project Management
State the features of Software Testing,2,Easy,SE,Software Testing
Discuss advantages and limitations of Software Testing,10,Hard,SE,Software Testing
List the applications of Agile Model,2,Easy,SE,Agile Model
Discuss advantages and limitations of Agile Model,10,Hard,SE,Agile Model
Define Risk Management,2,Easy,SE,Risk Management
Describe the working of Risk Management,10,Hard,SE,Risk Management
Define UML,2,Easy,SE,UML
Explain UML in detail,10,Hard,SE,UML
List the applications of Agile Model,2,Easy,SE,Agile Model
Analyze the importance of Agile Model,10,Hard,SE,Agile Model
What is Requirement Engineering,2,Easy,SE,Requirement Engineering
Analyze real-world applications of Requirement Engineering,10,Hard,SE,Requirement Engineering
State the features of Requirement Engineering,2,Easy,SE,Requirement Engineering
Analyze the importance of Requirement Engineering,10,Hard,SE,Requirement Engineering
Define Agile Model,2,Easy,SE,Agile Model
Analyze real-world applications of Agile Model,10,Hard,SE,Agile Model
List the applications of Risk Management,2,Easy,SE,Risk Management
Discuss advantages and limitations of Risk Management,10,Hard,SE,Risk Management
List the applications of Agile Model,2,Easy,SE,Agile Model
Compare different approaches in Agile Model,10,Hard,SE,Agile Model
Define SDLC,2,Easy,SE,SDLC
Justify the need for SDLC,10,Hard,SE,SDLC
Name the advantages of Validation,2,Easy,SE,Validation
Discuss advantages and limitations of Validation,10,Hard,SE,Validation
Name the advantages of Software Engineering,2,Easy,SE,Software Engineering
Justify the need for Software Engineering,10,Hard,SE,Software Engineering
Name the advantages of UML,2,Easy,SE,UML
Justify the need for UML,10,Hard,SE,UML
List the applications of Software Engineering,2,Easy,SE,Software Engineering
Justify the need for Software Engineering,10,Hard,SE,Software Engineering
List the applications of SDLC,2,Easy,SE,SDLC
Analyze the importance of SDLC,10,Hard,SE,SDLC
What is UML,2,Easy,SE,UML
Compare different approaches in UML,10,Hard,SE,UML
What is Risk Management,2,Easy,SE,Risk Management
Explain challenges in Risk Management,10,Hard,SE,Risk Management
Define Validation,2,Easy,SE,Validation
Describe the working of Validation,10,Hard,SE,Validation
What is Waterfall Model,2,Easy,SE,Waterfall Model
Compare different approaches in Waterfall Model,10,Hard,SE,Waterfall Model
List the applications of Waterfall Model,2,Easy,SE,Waterfall Model
Analyze real-world applications of Waterfall Model,10,Hard,SE,Waterfall Model
Name the advantages of DevOps,2,Easy,SE,DevOps
Evaluate the performance of DevOps,10,Hard,SE,DevOps
List the applications of Design Patterns,2,Easy,SE,Design Patterns
Justify the need for Design Patterns,10,Hard,SE,Design Patterns
Name the advantages of SDLC,2,Easy,SE,SDLC
Compare different approaches in SDLC,10,Hard,SE,SDLC
Name the advantages of DevOps,2,Easy,SE,DevOps
Discuss the architecture of DevOps,10,Hard,SE,DevOps
Define Requirement Engineering,2,Easy,SE,Requirement Engineering
Explain Requirement Engineering in detail,10,Hard,SE,Requirement Engineering
Define DevOps,2,Easy,SE,DevOps
Analyze the importance of DevOps,10,Hard,SE,DevOps
Define Requirement Engineering,2,Easy,SE,Requirement Engineering
Analyze the importance of Requirement Engineering,10,Hard,SE,Requirement Engineering
Define Risk Management,2,Easy,SE,Risk Management
Explain challenges in Risk Management,10,Hard,SE,Risk Management
Name the advantages of Project Management,2,Easy,SE,Project Management
Justify the need for Project Management,10,Hard,SE,Project Management
What is Risk Management,2,Easy,SE,Risk Management
Explain Risk Management in detail,10,Hard,SE,Risk Management
Define Design Patterns,2,Easy,SE,Design Patterns
Describe the working of Design Patterns,10,Hard,SE,Design Patterns
List the applications of Maintenance,2,Easy,SE,Maintenance
Discuss the architecture of Maintenance,10,Hard,SE,Maintenance
What is Project Management,2,Easy,SE,Project Management
Compare different approaches in Project Management,10,Hard,SE,Project Management
State the features of Maintenance,2,Easy,SE,Maintenance
Discuss advantages and limitations of Maintenance,10,Hard,SE,Maintenance
State the features of Waterfall Model,2,Easy,SE,Waterfall Model
Discuss the architecture of Waterfall Model,10,Hard,SE,Waterfall Model
Define Design Patterns,2,Easy,SE,Design Patterns
Discuss the architecture of Design Patterns,10,Hard,SE,Design Patterns
Name the advantages of Verification,2,Easy,SE,Verification
Evaluate the performance of Verification,10,Hard,SE,Verification
Name the advantages of SDLC,2,Easy,SE,SDLC
Describe the working of SDLC,10,Hard,SE,SDLC
Define UML,2,Easy,SE,UML
Evaluate the performance of UML,10,Hard,SE,UML
Name the advantages of Software Testing,2,Easy,SE,Software Testing
Explain challenges in Software Testing,10,Hard,SE,Software Testing
List the applications of Software Metrics,2,Easy,SE,Software Metrics
Discuss advantages and limitations of Software Metrics,10,Hard,SE,Software Metrics
List the applications of Software Testing,2,Easy,SE,Software Testing
Discuss advantages and limitations of Software Testing,10,Hard,SE,Software Testing
List the applications of UML,2,Easy,SE,UML
Discuss advantages and limitations of UML,10,Hard,SE,UML
List the applications of Version Control,2,Easy,SE,Version Control
Analyze real-world applications of Version Control,10,Hard,SE,Version Control
Name the advantages of Risk Management,2,Easy,SE,Risk Management
Discuss the architecture of Risk Management,10,Hard,SE,Risk Management
Define System Testing,2,Easy,SE,System Testing
Describe the working of System Testing,10,Hard,SE,System Testing
List the applications of Risk Management,2,Easy,SE,Risk Management
Explain Risk Management in detail,10,Hard,SE,Risk Management
State the features of Validation,2,Easy,SE,Validation
Evaluate the performance of Validation,10,Hard,SE,Validation
List the applications of Waterfall Model,2,Easy,SE,Waterfall Model
Explain Waterfall Model in detail,10,Hard,SE,Waterfall Model
List the applications of Validation,2,Easy,SE,Validation
Evaluate the performance of Validation,10,Hard,SE,Validation
Name the advantages of Quality Assurance,2,Easy,SE,Quality Assurance
Analyze real-world applications of Quality Assurance,10,Hard,SE,Quality Assurance
List the applications of DevOps,2,Easy,SE,DevOps
Analyze real-world applications of DevOps,10,Hard,SE,DevOps
State the features of Unit Testing,2,Easy,SE,Unit Testing
Explain challenges in Unit Testing,10,Hard,SE,Unit Testing
What is Unit Testing,2,Easy,SE,Unit Testing
Describe the working of Unit Testing,10,Hard,SE,Unit Testing
What is Risk Management,2,Easy,SE,Risk Management
Justify the need for Risk Management,10,Hard,SE,Risk Management
Define Risk Management,2,Easy,SE,Risk Management
Analyze real-world applications of Risk Management,10,Hard,SE,Risk Management
State the features of Waterfall Model,2,Easy,SE,Waterfall Model
Analyze the importance of Waterfall Model,10,Hard,SE,Waterfall Model
Define Software Metrics,2,Easy,SE,Software Metrics
Compare different approaches in Software Metrics,10,Hard,SE,Software Metrics
Define DevOps,2,Easy,SE,DevOps
Discuss advantages and limitations of DevOps,10,Hard,SE,DevOps
What is Version Control,2,Easy,SE,Version Control
Explain challenges in Version Control,10,Hard,SE,Version Control
Name the advantages of Version Control,2,Easy,SE,Version Control
Analyze real-world applications of Version Control,10,Hard,SE,Version Control
Name the advantages of Software Engineering,2,Easy,SE,Software Engineering
Explain Software Engineering in detail,10,Hard,SE,Software Engineering
What is SDLC,2,Easy,SE,SDLC
Compare different approaches in SDLC,10,Hard,SE,SDLC
What is DevOps,2,Easy,SE,DevOps
Explain challenges in DevOps,10,Hard,SE,DevOps
What is Quality Assurance,2,Easy,SE,Quality Assurance
Describe the working of Quality Assurance,10,Hard,SE,Quality Assurance
State the features of Requirement Engineering,2,Easy,SE,Requirement Engineering
Explain Requirement Engineering in detail,10,Hard,SE,Requirement Engineering
What is Verification,2,Easy,SE,Verification
Analyze real-world applications of Verification,10,Hard,SE,Verification
Define Quality Assurance,2,Easy,SE,Quality Assurance
Justify the need for Quality Assurance,10,Hard,SE,Quality Assurance
Name the advantages of System Testing,2,Easy,SE,System Testing
